"Timestamp","AHU_00_01-PIR2 Log","AHU_00_01-PIR2 Log","AHU_00_01-Sts Log","AHU_00_01-Enable Log"
"24/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 4:38:42 AM","0.00","0.00","0.00","0.00"
"24/03/2020 4:36:10 AM","1.00","1.00","0.00","0.00"
"24/03/2020 4:32:51 AM","1.00","1.00","0.00","0.00"
"24/03/2020 4:28:06 AM","0.00","0.00","0.00","0.00"
"24/03/2020 4:22:40 AM","1.00","1.00","0.00","0.00"
"24/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"24/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 8:05:20 PM","0.00","0.00","0.00","0.00"
"23/03/2020 7:59:50 PM","1.00","1.00","0.00","0.00"
"23/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"23/03/2020 6:56:43 PM","0.00","0.00","1.00","0.00"
"23/03/2020 6:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 6:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 6:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 6:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 5:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 5:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 5:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 5:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 4:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 4:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 4:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 4:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 3:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 3:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 3:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:45:48 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:40:35 PM","1.00","1.00","1.00","1.00"
"23/03/2020 2:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:06:40 PM","0.00","0.00","1.00","1.00"
"23/03/2020 2:06:10 PM","1.00","1.00","1.00","1.00"
"23/03/2020 1:58:58 PM","1.00","1.00","1.00","1.00"
"23/03/2020 1:55:18 PM","0.00","0.00","1.00","1.00"
"23/03/2020 1:51:10 PM","1.00","1.00","1.00","1.00"
"23/03/2020 1:49:51 PM","1.00","1.00","1.00","1.00"
"23/03/2020 1:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 1:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 1:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 12:51:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 12:36:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 12:21:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 12:06:10 PM","0.00","0.00","1.00","1.00"
"23/03/2020 11:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 11:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 11:21:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 11:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 10:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 10:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 10:24:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 10:21:10 AM","1.00","1.00","1.00","1.00"
"23/03/2020 10:18:57 AM","1.00","1.00","1.00","1.00"
"23/03/2020 10:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 9:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 9:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 9:21:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 9:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 8:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 8:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 8:21:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 8:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 7:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 7:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 7:21:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 7:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 6:51:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 6:36:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 6:21:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 6:06:10 AM","0.00","0.00","1.00","1.00"
"23/03/2020 6:00:11 AM","0.00","0.00","0.00","1.00"
"23/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:42:51 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:37:08 AM","1.00","1.00","0.00","0.00"
"23/03/2020 4:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:29:18 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:23:34 AM","1.00","1.00","0.00","0.00"
"23/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"23/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 9:59:43 PM","0.00","0.00","0.00","0.00"
"22/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 6:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 6:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 6:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 5:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 5:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 5:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 5:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 4:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 4:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 4:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 4:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 3:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 3:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 3:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 3:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 2:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 2:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 2:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 2:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 1:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 1:36:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 1:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 1:12:07 PM","0.00","0.00","0.00","0.00"
"22/03/2020 1:06:54 PM","1.00","1.00","0.00","0.00"
"22/03/2020 1:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:51:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:47:24 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:42:04 PM","1.00","1.00","0.00","0.00"
"22/03/2020 12:38:51 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:36:10 PM","1.00","1.00","0.00","0.00"
"22/03/2020 12:33:26 PM","1.00","1.00","0.00","0.00"
"22/03/2020 12:21:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:06:10 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:05:53 PM","0.00","0.00","0.00","0.00"
"22/03/2020 12:00:36 PM","1.00","1.00","0.00","0.00"
"22/03/2020 11:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 11:42:33 AM","0.00","0.00","0.00","0.00"
"22/03/2020 11:37:14 AM","1.00","1.00","0.00","0.00"
"22/03/2020 11:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 11:22:57 AM","0.00","0.00","0.00","0.00"
"22/03/2020 11:21:10 AM","1.00","1.00","0.00","0.00"
"22/03/2020 11:17:39 AM","1.00","1.00","0.00","0.00"
"22/03/2020 11:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 10:54:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 10:51:10 AM","1.00","1.00","0.00","0.00"
"22/03/2020 10:48:52 AM","1.00","1.00","0.00","0.00"
"22/03/2020 10:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 10:35:25 AM","0.00","0.00","0.00","0.00"
"22/03/2020 10:30:09 AM","1.00","1.00","0.00","0.00"
"22/03/2020 10:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 10:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 9:56:05 AM","0.00","0.00","0.00","0.00"
"22/03/2020 9:51:10 AM","1.00","1.00","0.00","0.00"
"22/03/2020 9:50:42 AM","1.00","1.00","0.00","0.00"
"22/03/2020 9:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 9:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 9:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 8:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 8:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 8:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 8:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 7:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 7:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 7:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 7:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 6:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 6:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 6:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 6:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 4:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"22/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 6:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 6:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 6:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 5:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 5:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 5:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 5:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 4:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 4:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 4:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 4:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 3:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 3:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 3:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 3:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 2:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 2:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 2:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 2:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 1:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 1:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 1:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 1:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 12:51:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 12:36:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 12:21:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 12:06:10 PM","0.00","0.00","0.00","0.00"
"21/03/2020 11:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 11:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 11:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 11:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 10:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 10:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 10:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 10:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 9:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 9:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 9:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 9:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 8:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 8:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 8:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 8:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 7:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 7:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 7:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 7:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 6:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 6:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 6:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 6:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 4:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"21/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
